penalty,combo_size,feature_combo,feature,coefficient,abs_coefficient,direction,fullfit_best_c,fullfit_best_score,intercept
l1,2,binding_dg_electrostatic_mean|residue_min_distance_VAL179_angstrom_repstd,residue_min_distance_VAL179_angstrom_repstd,-0.0,0.0,toward_high,1.0,0.6,-0.0
l1,2,ligand_entrance_distance_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-1.4039072012666305,1.4039072012666305,toward_low,10.0,0.8,-0.0
l1,2,ligand_entrance_distance_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,ligand_entrance_distance_angstrom_mean,0.5341424804319367,0.5341424804319367,toward_high,10.0,0.8,-0.0
l1,2,ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,ligand_palm_depth_projection_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd,ligand_palm_distance_angstrom_repstd,-0.9788824490439937,0.9788824490439937,toward_low,1.0,0.75,-0.0
l1,2,ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd,ligand_palm_depth_projection_angstrom_mean,-0.0,0.0,toward_high,1.0,0.75,-0.0
l1,2,ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_repstd,0.5433055896416266,0.5433055896416266,toward_high,10.0,0.6,-0.0
l1,2,ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,ligand_palm_depth_projection_angstrom_mean,0.029387456437277932,0.029387456437277932,toward_high,10.0,0.6,-0.0
l1,2,ligand_palm_depth_projection_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-1.3521311923041364,1.3521311923041364,toward_low,10.0,0.8,-0.0
l1,2,ligand_palm_depth_projection_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,ligand_palm_depth_projection_angstrom_mean,0.4685271695336768,0.4685271695336768,toward_high,10.0,0.8,-0.0
l1,2,ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,ligand_palm_distance_angstrom_repstd,-0.9788824490439937,0.9788824490439937,toward_low,1.0,0.75,-0.0
l1,2,ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,-0.0,0.0,toward_high,1.0,0.75,-0.0
l1,2,ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,ligand_palm_distance_angstrom_repstd,-0.9489914665219963,0.9489914665219963,toward_low,1.0,0.7,-0.0
l1,2,ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_repstd,0.15893826083972373,0.15893826083972373,toward_high,1.0,0.7,-0.0
l1,2,ligand_palm_distance_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,ligand_palm_distance_angstrom_repstd,-1.495124007481829,1.495124007481829,toward_low,10.0,0.75,-0.0
l1,2,ligand_palm_distance_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-1.1567590605603641,1.1567590605603641,toward_low,10.0,0.75,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|ligand_entrance_distance_angstrom_mean,ligand_pose_rmsd_angstrom_mean,0.46885717682376504,0.46885717682376504,toward_high,1.0,0.55,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,-0.0,0.0,toward_high,1.0,0.55,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,ligand_pose_rmsd_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,ligand_palm_depth_projection_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd,ligand_palm_distance_angstrom_repstd,-0.9685834013511733,0.9685834013511733,toward_low,1.0,0.7,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd,ligand_pose_rmsd_angstrom_mean,0.4644053873580063,0.4644053873580063,toward_high,1.0,0.7,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_mean,0.41829762164650025,0.41829762164650025,toward_high,1.0,0.55,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_repstd,0.10146341713016016,0.10146341713016016,toward_high,1.0,0.55,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean,residue_min_distance_PRO236_angstrom_mean,0.997852740428065,0.997852740428065,toward_high,10.0,0.65,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean,ligand_pose_rmsd_angstrom_mean,0.8047044682241716,0.8047044682241716,toward_high,10.0,0.65,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,ligand_pose_rmsd_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_VAL106_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-0.7987518860392592,0.7987518860392592,toward_low,1.0,0.7,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,ligand_pose_rmsd_angstrom_mean,0.49977144402441676,0.49977144402441676,toward_high,1.0,0.7,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL179_angstrom_repstd,ligand_pose_rmsd_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL179_angstrom_repstd,residue_min_distance_VAL179_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,ligand_pose_rmsd_angstrom_repstd,0.5419840820385359,0.5419840820385359,toward_high,10.0,0.6,-0.0
l1,2,ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,0.025849559576321218,0.025849559576321218,toward_high,10.0,0.6,-0.0
l1,2,ligand_pose_rmsd_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-0.773044256600943,0.773044256600943,toward_low,1.0,0.65,-0.0
l1,2,ligand_pose_rmsd_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,ligand_pose_rmsd_angstrom_repstd,0.1382504022197098,0.1382504022197098,toward_high,1.0,0.65,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_entrance_distance_angstrom_mean,residue_min_distance_LYS101_angstrom_repstd,1.2915024790586842,1.2915024790586842,toward_high,1.0,0.8,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,0.141326667431112,0.141326667431112,toward_high,1.0,0.8,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean,residue_min_distance_LYS101_angstrom_repstd,1.2825041271311102,1.2825041271311102,toward_high,1.0,0.75,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean,ligand_palm_depth_projection_angstrom_mean,0.11800253461229403,0.11800253461229403,toward_high,1.0,0.75,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_palm_distance_angstrom_repstd,residue_min_distance_LYS101_angstrom_repstd,1.0685871699290277,1.0685871699290277,toward_high,1.0,0.8,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_palm_distance_angstrom_repstd,ligand_palm_distance_angstrom_repstd,-0.7923778275415453,0.7923778275415453,toward_low,1.0,0.8,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean,residue_min_distance_LYS101_angstrom_repstd,1.7531272004481848,1.7531272004481848,toward_high,1.0,0.85,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean,ligand_pose_rmsd_angstrom_mean,1.2004789203890176,1.2004789203890176,toward_high,1.0,0.85,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,residue_min_distance_LYS101_angstrom_repstd,1.891148839472313,1.891148839472313,toward_high,10.0,0.85,0.20718130161554527
l1,2,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_repstd,0.8029822152121328,0.8029822152121328,toward_high,10.0,0.85,0.20718130161554527
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,residue_min_distance_LYS101_angstrom_repstd,1.6007708027374663,1.6007708027374663,toward_high,10.0,0.7,0.15832892988256722
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,residue_min_distance_PRO236_angstrom_mean,0.7348417609516814,0.7348417609516814,toward_high,10.0,0.7,0.15832892988256722
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd,residue_min_distance_LYS101_angstrom_repstd,1.2356955407272177,1.2356955407272177,toward_high,1.0,0.75,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd,residue_min_distance_TYR318_angstrom_repstd,-0.0,0.0,toward_high,1.0,0.75,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_LYS101_angstrom_repstd,1.751711046821627,1.751711046821627,toward_high,10.0,0.8,0.1558865353418449
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_VAL106_angstrom_mean,-0.0,0.0,toward_high,10.0,0.8,0.1558865353418449
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_LYS101_angstrom_repstd,1.5064847541321587,1.5064847541321587,toward_high,10.0,0.8,0.1025765689795136
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-0.2986388327107025,0.2986388327107025,toward_low,10.0,0.8,0.1025765689795136
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd,residue_min_distance_LYS101_angstrom_repstd,1.3672725876504124,1.3672725876504124,toward_high,1.0,0.8,-0.0
l1,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd,residue_min_distance_VAL179_angstrom_repstd,-0.38566641538524105,0.38566641538524105,toward_low,1.0,0.8,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_entrance_distance_angstrom_mean,residue_min_distance_PRO225_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean,residue_min_distance_PRO225_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean,ligand_palm_depth_projection_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_palm_distance_angstrom_repstd,ligand_palm_distance_angstrom_repstd,-0.9540966393378372,0.9540966393378372,toward_low,1.0,0.75,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_palm_distance_angstrom_repstd,residue_min_distance_PRO225_angstrom_repstd,0.09891259052081598,0.09891259052081598,toward_high,1.0,0.75,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_pose_rmsd_angstrom_mean,ligand_pose_rmsd_angstrom_mean,0.7799366117865119,0.7799366117865119,toward_high,10.0,0.65,0.021904911537315344
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_pose_rmsd_angstrom_mean,residue_min_distance_PRO225_angstrom_repstd,0.5729096692536421,0.5729096692536421,toward_high,10.0,0.65,0.021904911537315344
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,residue_min_distance_PRO225_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd,residue_min_distance_LYS101_angstrom_repstd,1.2356955431987564,1.2356955431987564,toward_high,1.0,0.7,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd,residue_min_distance_PRO225_angstrom_repstd,-0.0,0.0,toward_high,1.0,0.7,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,residue_min_distance_PRO225_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,residue_min_distance_PRO236_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd,residue_min_distance_PRO225_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd,residue_min_distance_TYR318_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_PRO225_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_VAL106_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-0.793680641172982,0.793680641172982,toward_low,1.0,0.55,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_PRO225_angstrom_repstd,0.0406492670376521,0.0406492670376521,toward_high,1.0,0.55,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd,residue_min_distance_PRO225_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd,residue_min_distance_VAL179_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,residue_min_distance_PRO236_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,residue_min_distance_PRO236_angstrom_mean,0.989159846448449,0.989159846448449,toward_high,10.0,0.55,0.014131997412122784
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,ligand_palm_depth_projection_angstrom_mean,0.11384841234935338,0.11384841234935338,toward_high,10.0,0.55,0.014131997412122784
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd,ligand_palm_distance_angstrom_repstd,-1.210292578945159,1.210292578945159,toward_low,1.0,0.85,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd,residue_min_distance_PRO236_angstrom_mean,1.0347101089691788,1.0347101089691788,toward_high,1.0,0.85,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,residue_min_distance_PRO236_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_PRO236_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_VAL106_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-0.6083100990223679,0.6083100990223679,toward_low,1.0,0.55,-0.0
l1,2,residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_PRO236_angstrom_mean,0.3964919638851595,0.3964919638851595,toward_high,1.0,0.55,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_entrance_distance_angstrom_mean,residue_min_distance_TYR318_angstrom_repstd,-0.4839893958731881,0.4839893958731881,toward_low,10.0,0.6,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,0.3360400572450722,0.3360400572450722,toward_high,10.0,0.6,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean,residue_min_distance_TYR318_angstrom_repstd,-0.05553665855524298,0.05553665855524298,toward_low,1.0,0.55,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean,ligand_palm_depth_projection_angstrom_mean,-0.0,0.0,toward_high,1.0,0.55,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_palm_distance_angstrom_repstd,ligand_palm_distance_angstrom_repstd,-0.9788824490439937,0.9788824490439937,toward_low,1.0,0.75,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_palm_distance_angstrom_repstd,residue_min_distance_TYR318_angstrom_repstd,-0.0,0.0,toward_high,1.0,0.75,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean,residue_min_distance_TYR318_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean,ligand_pose_rmsd_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_repstd,0.5794943136975613,0.5794943136975613,toward_high,10.0,0.55,0.00858823419695001
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,residue_min_distance_TYR318_angstrom_repstd,-0.2964178495730877,0.2964178495730877,toward_low,10.0,0.55,0.00858823419695001
l1,2,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,residue_min_distance_TYR318_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,residue_min_distance_PRO236_angstrom_mean,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_VAL106_angstrom_mean,0.10336489733153677,0.10336489733153677,toward_high,1.0,0.55,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean,residue_min_distance_TYR318_angstrom_repstd,-0.0,0.0,toward_high,1.0,0.55,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_VAL108_angstrom_mean,-0.8295198639047894,0.8295198639047894,toward_low,1.0,0.65,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,residue_min_distance_TYR318_angstrom_repstd,-0.18148778557095943,0.18148778557095943,toward_low,1.0,0.65,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd,residue_min_distance_TYR318_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd,residue_min_distance_VAL179_angstrom_repstd,-0.0,0.0,toward_high,0.01,0.5,-0.0
l1,2,residue_min_distance_VAL106_angstrom_mean|ligand_entrance_distance_angstrom_mean,residue_min_distance_VAL106_angstrom_mean,0.5175198277606394,0.5175198277606394,toward_high,10.0,0.65,-0.0
l1,2,residue_min_distance_VAL106_angstrom_mean|ligand_entrance_distance_angstrom_mean,ligand_entrance_distance_angstrom_mean,0.32367198489446947,0.32367198489446947,toward_high,10.0,0.65,-0.0
l1,2,residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,residue_min_distance_VAL106_angstrom_mean,0.45004403449684693,0.45004403449684693,toward_high,10.0,0.6,-0.0
l1,2,residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,ligand_palm_depth_projection_angstrom_mean,0.2413789747564723,0.2413789747564723,toward_high,10.0,0.6,-0.0
l1,2,residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,ligand_palm_distance_angstrom_repstd,-0.9781971759994992,0.9781971759994992,toward_low,1.0,0.7,-0.0
l1,2,residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,residue_min_distance_VAL106_angstrom_mean,0.012350475401339567,0.012350475401339567,toward_high,1.0,0.7,-0.0
l1,2,residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,ligand_pose_rmsd_angstrom_repstd,0.3948677243656803,0.3948677243656803,toward_high,1.0,0.6,-0.0
