global_frame_index,mutation,replicate,frame_local_index,frame_window_index,time_ns
328,WT,2,148,148,82.68156424581005
329,WT,2,149,149,83.24022346368714
330,WT,2,150,150,83.79888268156424
331,WT,2,151,151,84.35754189944133
332,WT,2,152,152,84.91620111731844
333,WT,2,153,153,85.47486033519553
334,WT,2,154,154,86.03351955307262
335,WT,2,155,155,86.59217877094972
336,WT,2,156,156,87.15083798882681
337,WT,2,157,157,87.7094972067039
338,WT,2,158,158,88.268156424581
339,WT,2,159,159,88.8268156424581
340,WT,2,160,160,89.3854748603352
341,WT,2,161,161,89.94413407821229
342,WT,2,162,162,90.50279329608938
343,WT,2,163,163,91.06145251396647
344,WT,2,164,164,91.62011173184356
345,WT,2,165,165,92.17877094972066
346,WT,2,166,166,92.73743016759776
347,WT,2,167,167,93.29608938547486
348,WT,2,168,168,93.85474860335195
349,WT,2,169,169,94.41340782122904
350,WT,2,170,170,94.97206703910614
351,WT,2,171,171,95.53072625698323
352,WT,2,172,172,96.08938547486034
353,WT,2,173,173,96.64804469273743
354,WT,2,174,174,97.20670391061452
355,WT,2,175,175,97.76536312849161
356,WT,2,176,176,98.32402234636871
357,WT,2,177,177,98.8826815642458
358,WT,2,178,178,99.4413407821229
359,WT,2,179,179,100.0
360,WT,3,0,0,0.0
361,WT,3,1,1,0.5586592178770949
362,WT,3,2,2,1.1173184357541899
363,WT,3,3,3,1.6759776536312847
364,WT,3,4,4,2.2346368715083798
365,WT,3,5,5,2.793296089385475
366,WT,3,6,6,3.3519553072625694
367,WT,3,7,7,3.9106145251396645
368,WT,3,8,8,4.4692737430167595
369,WT,3,9,9,5.027932960893854
370,WT,3,10,10,5.58659217877095
371,WT,3,11,11,6.145251396648044
372,WT,3,12,12,6.703910614525139
373,WT,3,13,13,7.262569832402234
374,WT,3,14,14,7.821229050279329
375,WT,3,15,15,8.379888268156424
376,WT,3,16,16,8.938547486033519
377,WT,3,17,17,9.497206703910614
378,WT,3,18,18,10.055865921787708
379,WT,3,19,19,10.614525139664805
380,WT,3,20,20,11.1731843575419
381,WT,3,21,21,11.731843575418994
382,WT,3,22,22,12.290502793296088
383,WT,3,23,23,12.849162011173183
384,WT,3,24,24,13.407821229050278
385,WT,3,25,25,13.966480446927374
386,WT,3,26,26,14.525139664804469
387,WT,3,27,27,15.083798882681563
388,WT,3,28,28,15.642458100558658
389,WT,3,29,29,16.201117318435752
390,WT,3,30,30,16.75977653631285
391,WT,3,31,31,17.31843575418994
392,WT,3,32,32,17.877094972067038
393,WT,3,33,33,18.435754189944134
394,WT,3,34,34,18.994413407821227
395,WT,3,35,35,19.553072625698324
396,WT,3,36,36,20.111731843575416
397,WT,3,37,37,20.670391061452513
398,WT,3,38,38,21.22905027932961
399,WT,3,39,39,21.787709497206702
400,WT,3,40,40,22.3463687150838
401,WT,3,41,41,22.90502793296089
402,WT,3,42,42,23.463687150837988
403,WT,3,43,43,24.022346368715084
404,WT,3,44,44,24.581005586592177
405,WT,3,45,45,25.139664804469273
406,WT,3,46,46,25.698324022346366
407,WT,3,47,47,26.256983240223462
408,WT,3,48,48,26.815642458100555
409,WT,3,49,49,27.37430167597765
410,WT,3,50,50,27.932960893854748
411,WT,3,51,51,28.49162011173184
412,WT,3,52,52,29.050279329608937
413,WT,3,53,53,29.60893854748603
414,WT,3,54,54,30.167597765363126
415,WT,3,55,55,30.726256983240223
416,WT,3,56,56,31.284916201117316
417,WT,3,57,57,31.843575418994412
418,WT,3,58,58,32.402234636871505
419,WT,3,59,59,32.960893854748605
420,WT,3,60,60,33.5195530726257
421,WT,3,61,61,34.07821229050279
422,WT,3,62,62,34.63687150837988
423,WT,3,63,63,35.19553072625698
424,WT,3,64,64,35.754189944134076
425,WT,3,65,65,36.31284916201117
426,WT,3,66,66,36.87150837988827
427,WT,3,67,67,37.43016759776536
428,WT,3,68,68,37.988826815642454
429,WT,3,69,69,38.54748603351955
430,WT,3,70,70,39.10614525139665
431,WT,3,71,71,39.66480446927374
432,WT,3,72,72,40.22346368715083
433,WT,3,73,73,40.78212290502793
434,WT,3,74,74,41.340782122905026
435,WT,3,75,75,41.89944134078212
436,WT,3,76,76,42.45810055865922
437,WT,3,77,77,43.01675977653631
438,WT,3,78,78,43.575418994413404
439,WT,3,79,79,44.1340782122905
440,WT,3,80,80,44.6927374301676
441,WT,3,81,81,45.25139664804469
442,WT,3,82,82,45.81005586592178
443,WT,3,83,83,46.36871508379888
444,WT,3,84,84,46.927374301675975
445,WT,3,85,85,47.48603351955307
446,WT,3,86,86,48.04469273743017
447,WT,3,87,87,48.60335195530726
448,WT,3,88,88,49.162011173184354
449,WT,3,89,89,49.72067039106145
450,WT,3,90,90,50.279329608938546
451,WT,3,91,91,50.83798882681564
452,WT,3,92,92,51.39664804469273
453,WT,3,93,93,51.95530726256983
454,WT,3,94,94,52.513966480446925
455,WT,3,95,95,53.07262569832402
456,WT,3,96,96,53.63128491620111
457,WT,3,97,97,54.18994413407821
458,WT,3,98,98,54.7486033519553
459,WT,3,99,99,55.307262569832396
460,WT,3,100,100,55.865921787709496
461,WT,3,101,101,56.42458100558659
462,WT,3,102,102,56.98324022346368
463,WT,3,103,103,57.54189944134078
464,WT,3,104,104,58.100558659217874
465,WT,3,105,105,58.65921787709497
466,WT,3,106,106,59.21787709497206
467,WT,3,107,107,59.77653631284916
468,WT,3,108,108,60.33519553072625
469,WT,3,109,109,60.893854748603346
470,WT,3,110,110,61.452513966480446
471,WT,3,111,111,62.01117318435754
472,WT,3,112,112,62.56983240223463
473,WT,3,113,113,63.12849162011173
474,WT,3,114,114,63.687150837988824
475,WT,3,115,115,64.24581005586592
476,WT,3,116,116,64.80446927374301
477,WT,3,117,117,65.3631284916201
478,WT,3,118,118,65.92178770949721
479,WT,3,119,119,66.4804469273743
480,WT,3,120,120,67.0391061452514
481,WT,3,121,121,67.59776536312849
482,WT,3,122,122,68.15642458100558
483,WT,3,123,123,68.71508379888267
484,WT,3,124,124,69.27374301675977
485,WT,3,125,125,69.83240223463687
486,WT,3,126,126,70.39106145251397
487,WT,3,127,127,70.94972067039106
488,WT,3,128,128,71.50837988826815
489,WT,3,129,129,72.06703910614524
490,WT,3,130,130,72.62569832402234
491,WT,3,131,131,73.18435754189943
492,WT,3,132,132,73.74301675977654
493,WT,3,133,133,74.30167597765363
494,WT,3,134,134,74.86033519553072
495,WT,3,135,135,75.41899441340782
496,WT,3,136,136,75.97765363128491
497,WT,3,137,137,76.536312849162
498,WT,3,138,138,77.0949720670391
499,WT,3,139,139,77.6536312849162
500,WT,3,140,140,78.2122905027933
501,WT,3,141,141,78.77094972067039
502,WT,3,142,142,79.32960893854748
503,WT,3,143,143,79.88826815642457
504,WT,3,144,144,80.44692737430167
505,WT,3,145,145,81.00558659217877
506,WT,3,146,146,81.56424581005587
507,WT,3,147,147,82.12290502793296
508,WT,3,148,148,82.68156424581005
509,WT,3,149,149,83.24022346368714
510,WT,3,150,150,83.79888268156424
511,WT,3,151,151,84.35754189944133
512,WT,3,152,152,84.91620111731844
513,WT,3,153,153,85.47486033519553
514,WT,3,154,154,86.03351955307262
515,WT,3,155,155,86.59217877094972
516,WT,3,156,156,87.15083798882681
517,WT,3,157,157,87.7094972067039
518,WT,3,158,158,88.268156424581
519,WT,3,159,159,88.8268156424581
520,WT,3,160,160,89.3854748603352
521,WT,3,161,161,89.94413407821229
522,WT,3,162,162,90.50279329608938
523,WT,3,163,163,91.06145251396647
524,WT,3,164,164,91.62011173184356
525,WT,3,165,165,92.17877094972066
526,WT,3,166,166,92.73743016759776
527,WT,3,167,167,93.29608938547486
528,WT,3,168,168,93.85474860335195
529,WT,3,169,169,94.41340782122904
530,WT,3,170,170,94.97206703910614
531,WT,3,171,171,95.53072625698323
532,WT,3,172,172,96.08938547486034
533,WT,3,173,173,96.64804469273743
534,WT,3,174,174,97.20670391061452
535,WT,3,175,175,97.76536312849161
536,WT,3,176,176,98.32402234636871
537,WT,3,177,177,98.8826815642458
538,WT,3,178,178,99.4413407821229
539,WT,3,179,179,100.0
