mutation,time_ns,metric,metric_mean,metric_std,metric_sem,n_replicates
V106I,7.26257,Pos227-DOR,2.871756342660642,0.851833657295542,0.4918063913443646,3
V106I,7.41483,Pos227-DOR,2.8966754578696334,0.8492396838436567,0.4903087600736479,3
V106I,7.520891,Pos227-DOR,2.914033570822351,0.8479742511381507,0.48957816216048267,3
V106I,7.537688,Pos227-DOR,2.916782594716778,0.8478148033664371,0.48948610494656214,3
V106I,7.61523,Pos227-DOR,2.9294732425004084,0.8472242575695575,0.48914515317176493,3
V106I,7.799443,Pos227-DOR,2.959621836812729,0.8467824829005054,0.4888900944476665,3
V106I,7.815631,Pos227-DOR,2.9622711907927837,0.8468083906546159,0.4889050522964763,3
V106I,7.821229,Pos227-DOR,2.963187368429326,0.8468197833963741,0.48891162989899717,3
V106I,8.016032,Pos227-DOR,3.1054969333773292,0.6108083478397848,0.3526503640485703,3
V106I,8.040201,Pos227-DOR,3.1231531325328272,0.5815347240219743,0.3357492294572016,3
V106I,8.077994,Pos227-DOR,3.150762083448617,0.5357652814819674,0.3093242294860695,3
V106I,8.216433,Pos227-DOR,3.2518960383035105,0.36820544560263563,0.2125835131357678,3
V106I,8.356546,Pos227-DOR,3.3542529017349403,0.1990758817678029,0.11493651392780312,3
V106I,8.379888,Pos227-DOR,3.371304951910273,0.17103964906426036,0.09874978742934985,3
V106I,8.416834,Pos227-DOR,3.3520825618305827,0.21401528263827196,0.12356178104190017,3
V106I,8.542714,Pos227-DOR,3.2865881460498474,0.3630279599462514,0.20959429039832894,3
V106I,8.617234,Pos227-DOR,3.247815951388421,0.45195456294948694,0.260936088580366,3
V106I,8.635097,Pos227-DOR,3.238521967045465,0.47330642228811765,0.2732635903172234,3
V106I,8.817635,Pos227-DOR,3.1435488206537925,0.6919090896684313,0.3994738991748178,3
V106I,8.913649,Pos227-DOR,3.0935934597007297,0.8070619285037364,0.46595742167433074,3
V106I,8.938547,Pos227-DOR,3.080639217850486,0.8369336979424338,0.4832038958009331,3
V106I,9.018036,Pos227-DOR,3.0761494314956774,0.8657002696089989,0.49981228369628716,3
V106I,9.045226,Pos227-DOR,3.0746137326997114,0.8759731684010489,0.505743344579235,3
V106I,9.192201,Pos227-DOR,3.0663125436398677,0.9349286984572035,0.539781335727373,3
V106I,9.218437,Pos227-DOR,3.064830727030417,0.9460091195848384,0.5461786198481473,3
V106I,9.418838,Pos227-DOR,3.053512022565156,1.035353590567902,0.5977616742208239,3
V106I,9.470752,Pos227-DOR,3.05057990534214,1.0596964904090533,0.6118160539969687,3
V106I,9.497207,Pos227-DOR,3.049085758482919,1.0722681388066353,0.61907429858347,3
V106I,9.547739,Pos227-DOR,3.052875913795195,1.056323040604502,0.6098683918442133,3
V106I,9.619238,Pos227-DOR,3.058238700042967,1.034185214146708,0.5970871117795327,3
V106I,9.749304,Pos227-DOR,3.0679943071997484,0.9952846505948031,0.5746278609412122,3
V106I,9.819639,Pos227-DOR,3.0732697875664257,0.9750472359225195,0.5629437841324673,3
V106I,10.02004,Pos227-DOR,3.088300875089884,0.9208424855196777,0.53164865689603,3
V106I,10.027855,Pos227-DOR,3.08888703957507,0.9188408986963387,0.5304930402047688,3
V106I,10.050251,Pos227-DOR,3.09056685273057,0.9131545642625186,0.5272100334887005,3
V106I,10.055866,Pos227-DOR,3.090987959222192,0.9117406049539296,0.5263936837012635,3
V106I,10.220441,Pos227-DOR,3.0046906153864015,0.8819811132292867,0.5092120331430945,3
V106I,10.306407,Pos227-DOR,2.959613067398022,0.866689406514049,0.5003833621546833,3
V106I,10.420842,Pos227-DOR,2.8996073767290333,0.8466239258711916,0.4887985515041103,3
V106I,10.552764,Pos227-DOR,2.830432118071855,0.8239326850851671,0.47569775752805243,3
V106I,10.584958,Pos227-DOR,2.813550716355619,0.8184709714965066,0.4725444357174026,3
V106I,10.614525,Pos227-DOR,2.7980468210787373,0.8134821944373272,0.46966416393935834,3
V106I,10.621242,Pos227-DOR,2.8007584711751843,0.8128965724744373,0.46932605494144053,3
V106I,10.821643,Pos227-DOR,2.8816641384495907,0.79576458765642,0.45943489889500566,3
V106I,10.86351,Pos227-DOR,2.8985666367992877,0.7922706662196795,0.4574176824129761,3
V106I,11.022044,Pos227-DOR,2.9625698057239975,0.7793189792305603,0.44994002244334835,3
V106I,11.055276,Pos227-DOR,2.975986191544742,0.7766612613699536,0.44840558832109706,3
V106I,11.142061,Pos227-DOR,3.01102293454707,0.76981690373941,0.44445399660067264,3
V106I,11.173184,Pos227-DOR,3.0235878772498572,0.7673968024614202,0.443056750476359,3
V106I,11.222445,Pos227-DOR,3.032509927893512,0.7754186288996533,0.4476881541298654,3
V106I,11.420613,Pos227-DOR,3.0684013868531674,0.8094450498292916,0.46733331741315154,3
V106I,11.422846,Pos227-DOR,3.06880581959638,0.8098436466155616,0.4675634473750027,3
V106I,11.557789,Pos227-DOR,3.093246199205564,0.834514501172955,0.48180717189485184,3
V106I,11.623246,Pos227-DOR,3.1051015301829277,0.8468766960979416,0.4889444884625675,3
V106I,11.699164,Pos227-DOR,3.1188515189868675,0.8615183122986195,0.4973978295174001,3
V106I,11.731844,Pos227-DOR,3.124770558590642,0.8679167320112162,0.501091958860856,3
V106I,11.823647,Pos227-DOR,3.175615863243575,0.703877885351937,0.4063840865845654,3
V106I,11.977716,Pos227-DOR,3.2609473365350023,0.42859005145389134,0.24744658157889973,3
V106I,12.024048,Pos227-DOR,3.2866084222857928,0.3458118821695432,0.19965458325955693,3
V106I,12.060302,Pos227-DOR,3.306687784342452,0.28104506961442355,0.16226144659630456,3
V106I,12.224449,Pos227-DOR,3.3976009813280093,0.014228116701243491,0.008214607007524341,3
V106I,12.256267,Pos227-DOR,3.4152234544873505,0.06957632991463748,0.040169912805442166,3
V106I,12.290503,Pos227-DOR,3.4341850691320803,0.13058585364491357,0.07539377775424792,3
V106I,12.42485,Pos227-DOR,3.460869315612793,0.0766501416956914,0.04425397994143039,3
V106I,12.534819,Pos227-DOR,3.482711559215088,0.03737011162964689,0.021575644009022996,3
V106I,12.562814,Pos227-DOR,3.4882719772387696,0.030459465565694364,0.01758578064372578,3
V106I,12.625251,Pos227-DOR,3.500673328199463,0.029391700705808252,0.016969306314439308,3
V106I,12.81337,Pos227-DOR,3.5380378675170903,0.0941540949023371,0.0543598920371699,3
V106I,12.825651,Pos227-DOR,3.5404771421643066,0.0990715051495011,0.05719896016708586,3
V106I,12.849162,Pos227-DOR,3.5451469399194337,0.10853788159001995,0.06266437515326975,3
V106I,13.026052,Pos227-DOR,3.5316628533641246,0.0728395575890376,0.042053938181684104,3
V106I,13.065327,Pos227-DOR,3.528668972307696,0.07118436827542643,0.04109831418591091,3
V106I,13.091922,Pos227-DOR,3.5266416708004855,0.07178608718548436,0.04144571676060935,3
V106I,13.226453,Pos227-DOR,3.516386551452241,0.09300703763074072,0.053697638212637816,3
V106I,13.370474,Pos227-DOR,3.5054080220155046,0.1343905320117556,0.07759040983352412,3
V106I,13.407821,Pos227-DOR,3.502561109836907,0.14648517734068225,0.08457325656993298,3
V106I,13.426854,Pos227-DOR,3.5059134253962045,0.1445151746990562,0.08343587501448589,3
V106I,13.567839,Pos227-DOR,3.530745788061738,0.2003488238118748,0.11567144735961082,3
V106I,13.627255,Pos227-DOR,3.541211012448271,0.24628919423857798,0.14219513259213903,3
V106I,13.649025,Pos227-DOR,3.545045466718078,0.26460839304326916,0.15277172695336574,3
V106I,13.827655,Pos227-DOR,3.5765084233655533,0.4290742332981457,0.24772612409701672,3
V106I,13.927577,Pos227-DOR,3.59410816335396,0.5262298390817084,0.3038189392494378,3
V106I,13.96648,Pos227-DOR,3.6009603348954524,0.5645168212668932,0.3259239387205127,3
V106I,14.028056,Pos227-DOR,3.529740292389104,0.5892356397415457,0.3401953552209028,3
V106I,14.070352,Pos227-DOR,3.4808194772757783,0.6187270643690485,0.35722223716837703,3
V106I,14.206128,Pos227-DOR,3.323776906043822,0.7651328810177378,0.44174967482142485,3
V106I,14.228457,Pos227-DOR,3.297950518662853,0.7947533042092374,0.45885103412454775,3
V106I,14.428858,Pos227-DOR,3.066160744936603,1.0996481846676565,0.6348821754317548,3
V106I,14.48468,Pos227-DOR,3.0015953547990946,1.1926100885589128,0.6885537556677518,3
V106I,14.52514,Pos227-DOR,2.9547985171456017,1.2613427343235124,0.7282365672020585,3
V106I,14.572864,Pos227-DOR,2.9572762199744673,1.2338860844420183,0.7123844630019326,3
V106I,14.629259,Pos227-DOR,2.9602040980030027,1.2014897218679352,0.6936804143490211,3
V106I,14.763231,Pos227-DOR,2.967159567020451,1.1247671134832375,0.6493845957451856,3
V106I,14.829659,Pos227-DOR,2.9706083316570253,1.086866524458276,0.6275026804691787,3
V106I,15.03006,Pos227-DOR,2.9810126172283815,0.9732276341357196,0.5618932365510403,3
V106I,15.041783,Pos227-DOR,2.9816212441302077,0.9666179050251903,0.5580771076698058,3
V106I,15.075377,Pos227-DOR,2.983365355035264,0.9477033353680109,0.5471567757866272,3
V106I,15.083799,Pos227-DOR,2.983802567081901,0.9429678872081305,0.5444227635167869,3
V106I,15.230461,Pos227-DOR,2.946741408399163,0.9184224761279629,0.530251463822282,3
V106I,15.320334,Pos227-DOR,2.9240307027337997,0.9035337049051153,0.5216554277488682,3
V106I,15.430862,Pos227-DOR,2.896100524863011,0.8853922566651308,0.5111814577240235,3
V106I,15.577889,Pos227-DOR,2.858947131498357,0.8615683139437091,0.4974266979806525,3
V106I,15.598886,Pos227-DOR,2.8536412366594663,0.858196236932484,0.49547982841049354,3
V106I,15.631263,Pos227-DOR,2.845459641326858,0.8530119230824078,0.49248666341358854,3
V106I,15.642458,Pos227-DOR,2.842630689918496,0.8512237330011225,0.4914542513887962,3
V106I,15.831663,Pos227-DOR,2.901439404838442,0.8383098589451263,0.4839984227262859,3
V106I,15.877437,Pos227-DOR,2.9156668972969073,0.8357219936093815,0.48250431797806714,3
V106I,16.032064,Pos227-DOR,2.9637281214935047,0.828566988887045,0.4783733740755731,3
V106I,16.080402,Pos227-DOR,2.978752557427819,0.8268396861867268,0.47737611539657243,3
V106I,16.155989,Pos227-DOR,3.002246538125552,0.8246312615427934,0.4761010808339125,3
V106I,16.201117,Pos227-DOR,3.016273240613113,0.8236009550899446,0.4755062331260124,3
V106I,16.232465,Pos227-DOR,3.017374095627598,0.8239161754149898,0.4756882256655313,3
V106I,16.432866,Pos227-DOR,3.0244110629500915,0.8294088547055757,0.47885942553252336,3
V106I,16.43454,Pos227-DOR,3.0244698445095537,0.8294798778616264,0.4789004307707879,3
V106I,16.582915,Pos227-DOR,3.029679948383661,0.8374016612050289,0.48347407451656327,3
V106I,16.633267,Pos227-DOR,3.031448030272585,0.8408114487604198,0.4854427162795476,3
V106I,16.713092,Pos227-DOR,3.0342510398210307,0.8469502856670466,0.4889869754200998,3
V106I,16.759777,Pos227-DOR,3.035890452151292,0.8509504857678017,0.4912964920250832,3
V106I,16.833667,Pos227-DOR,3.0536338240444114,0.8409492870146468,0.4855222972327302,3
V106I,16.991643,Pos227-DOR,3.091568956243458,0.8233205562774434,0.4753443447961344,3
V106I,17.034068,Pos227-DOR,3.1017565669156144,0.8194905889249738,0.4731331121141986,3
V106I,17.085427,Pos227-DOR,3.1140895191020905,0.815381578881456,0.47076077405947075,3
V106I,17.234469,Pos227-DOR,3.1498793097868165,0.8068013407904567,0.4658069712879212,3
V106I,17.270195,Pos227-DOR,3.1584582745216063,0.8054963165371852,0.4650535151839959,3
V106I,17.318436,Pos227-DOR,3.1700423765459154,0.8042011613892971,0.46430575701072035,3
V106I,17.43487,Pos227-DOR,3.1421987129396514,0.8520986964202045,0.49195941175433433,3
V106I,17.548747,Pos227-DOR,3.114966522338191,0.899000939310796,0.5190384343128146,3
V106I,17.58794,Pos227-DOR,3.1055940305598413,0.9151546382164946,0.5283647767244277,3
V106I,17.635271,Pos227-DOR,3.094275442843641,0.934669554725388,0.5396317190240505,3
V106I,17.827298,Pos227-DOR,3.0483547049894066,1.0139141239611795,0.5853835924041506,3
V106I,17.835671,Pos227-DOR,3.0463524118845116,1.017371757206128,0.5873798578888807,3
V106I,17.877095,Pos227-DOR,3.0364464126532673,1.0344803776477582,0.597257524506319,3
V106I,18.036072,Pos227-DOR,3.0378629344144503,1.080798825864482,0.6239994930526902,3
V106I,18.090452,Pos227-DOR,3.038347472765112,1.0975444794776146,0.6336676006739885,3
V106I,18.10585,Pos227-DOR,3.038484672498902,1.1023643825282068,0.6364503729977158,3
V106I,18.236473,Pos227-DOR,3.0396485535761077,1.1445649453480569,0.66081487930171,3
V106I,18.384401,Pos227-DOR,3.0409666261972306,1.1949637365541428,0.6899126349713754,3
V106I,18.435754,Pos227-DOR,3.0414241932792745,1.2130476321285903,0.7003533769492798,3
V106I,18.436874,Pos227-DOR,3.041251928884762,1.212260012587545,0.6998986445952382,3
V106I,18.592965,Pos227-DOR,3.017239654983,1.1041274469082365,0.6374682786921246,3
V106I,18.637275,Pos227-DOR,3.010423221898536,1.0741116140430274,0.6201386295074452,3
V106I,18.662953,Pos227-DOR,3.0064730443146295,1.0568749273062272,0.6101870237800164,3
V106I,18.837675,Pos227-DOR,2.979594668747405,0.9431943947267046,0.544553537693609,3
V106I,18.941504,Pos227-DOR,2.9636221246100365,0.8792824458856545,0.5076539568257952,3
V106I,18.994413,Pos227-DOR,2.9554828635388124,0.8480133754883294,0.48960075061459024,3
V106I,19.038076,Pos227-DOR,2.947358211509904,0.8559953357006757,0.4942091374918492,3
V106I,19.095477,Pos227-DOR,2.936677225185894,0.8668411541943316,0.5004709737187433,3
V106I,19.220056,Pos227-DOR,2.913495981039295,0.8916892305419486,0.5148170172868843,3
V106I,19.238477,Pos227-DOR,2.9100682628971963,0.8955087731221797,0.517022231223762,3
V106I,19.438878,Pos227-DOR,2.8727783142844885,0.939295876376722,0.5423027270748059,3
V106I,19.498607,Pos227-DOR,2.8616641414974837,0.9530874244826995,0.5502652810863337,3
V106I,19.553073,Pos227-DOR,2.85152933424439,0.9659382730994546,0.5576847219945323,3
V106I,19.59799,Pos227-DOR,2.8484605059164765,0.9658728532168132,0.557646951807679,3
V106I,19.639279,Pos227-DOR,2.8456395505358576,0.9658130974659275,0.5576124518088196,3
V106I,19.777159,Pos227-DOR,2.8362192853834034,0.9656161887177956,0.5574987664900798,3
V106I,19.839679,Pos227-DOR,2.831947781341255,0.9655282417006977,0.5574479902560839,3
V106I,20.04008,Pos227-DOR,2.8182559438244503,0.9652519708702857,0.5572884852177763,3
V106I,20.05571,Pos227-DOR,2.8171880678139125,0.9652307846804158,0.5572762533653518,3
V106I,20.100503,Pos227-DOR,2.8141277114389935,0.9651703581668662,0.5572413661014878,3
V106I,20.111732,Pos227-DOR,2.813360564183538,0.9651552078814603,0.5572326190801303,3
V106I,20.240481,Pos227-DOR,2.839747245421263,0.907833904011714,0.524138148860632,3
V106I,20.334262,Pos227-DOR,2.8589673508446456,0.8661520887563556,0.5000731416026386,3
V106I,20.440882,Pos227-DOR,2.880818766805673,0.8188496949925831,0.4727630918298108,3
V106I,20.603015,Pos227-DOR,2.9140473883026643,0.7471314432882991,0.4313565399025331,3
V106I,20.612813,Pos227-DOR,2.916055455959634,0.742806963617925,0.42885980040073757,3
V106I,20.641283,Pos227-DOR,2.9218902881900832,0.7302482973500227,0.4216090510503015,3
V106I,20.670391,Pos227-DOR,2.9278558764079925,0.7174193357066615,0.41420224659208355,3
V106I,20.841683,Pos227-DOR,3.054258054750335,0.48918823336645295,0.2824329582185191,3
V106I,20.891365,Pos227-DOR,3.090920097645856,0.4236268923129393,0.24458110031284014,3
V106I,21.042084,Pos227-DOR,3.202140790113347,0.23024016934377503,0.13292922374889354,3
V106I,21.105528,Pos227-DOR,3.248958282353261,0.1567494836128183,0.09049935655919548,3
V106I,21.169916,Pos227-DOR,3.2964723844014236,0.10355092100909341,0.059785152119433756,3
V106I,21.22905,Pos227-DOR,3.3401093805888498,0.1064453237283061,0.06145623630851439,3
V106I,21.242485,Pos227-DOR,3.3423835183187482,0.09459986840423665,0.0546172594884892,3
V106I,21.442886,Pos227-DOR,3.3763029557497917,0.13526614799409087,0.07809594695663212,3
V106I,21.448468,Pos227-DOR,3.377247752930145,0.1405748000794197,0.08116089866713079,3
V106I,21.60804,Pos227-DOR,3.4042565626154584,0.29869364697172013,0.17245085748435368,3
V106I,21.643287,Pos227-DOR,3.4102223931808346,0.33429044406973646,0.1930026778711819,3
V106I,21.727019,Pos227-DOR,3.424394689401792,0.41917637350970277,0.24201159208375803,3
V106I,21.787709,Pos227-DOR,3.4346669468141307,0.4808792406995687,0.27763575906559884,3
V106I,21.843687,Pos227-DOR,3.395934042031463,0.4908576255505936,0.28339678224541576,3
V106I,22.005571,Pos227-DOR,3.2839202709898885,0.5419509611037568,0.3128955332808304,3
V106I,22.044088,Pos227-DOR,3.2572688760453103,0.5582818801351693,0.32232419377973043,3
V106I,22.110553,Pos227-DOR,3.211279184091328,0.5895562474897688,0.34038045819064366,3
V106I,22.244489,Pos227-DOR,3.1186037100591535,0.6623716700654493,0.38242046201586916,3
V106I,22.284123,Pos227-DOR,3.0911794198176126,0.6859559902507628,0.39603687562351425,3
V106I,22.346369,Pos227-DOR,3.0481093098661964,0.7245162678889512,0.418299662297949,3
V106I,22.44489,Pos227-DOR,3.0814278630777046,0.7758498487549133,0.4479371190293796,3
V106I,22.562674,Pos227-DOR,3.1212609186847757,0.8388614547469151,0.48431688671093254,3
V106I,22.613065,Pos227-DOR,3.138302516058747,0.8662756909595531,0.5001445033679272,3
V106I,22.645291,Pos227-DOR,3.1492009407173893,0.8839333531899299,0.5103391594098946,3
V106I,22.841226,Pos227-DOR,3.215463673774268,0.9930772541842249,0.5733534200293566,3
V106I,22.845691,Pos227-DOR,3.216973680169751,0.9955955227055485,0.5748073430380346,3
V106I,22.905028,Pos227-DOR,3.2370406906161953,1.0291744873642878,0.5941941673228667,3
V106I,23.046092,Pos227-DOR,3.2621988131419193,0.9581153886337603,0.5531681775424244,3
V106I,23.115578,Pos227-DOR,3.274591325064326,0.9241670290009173,0.5335680829698564,3
V106I,23.119777,Pos227-DOR,3.275340197607891,0.9221404071703945,0.5323980123104584,3
V106I,23.246493,Pos227-DOR,3.2979394196203793,0.8624632895149921,0.49794341236765083,3
V106I,23.398329,Pos227-DOR,3.3250186793309773,0.7953570350417307,0.4591995982832059,3
V106I,23.446894,Pos227-DOR,3.3336800260988397,0.7750964232827078,0.44750212863018746,3
V106I,23.463687,Pos227-DOR,3.336674981236752,0.7682426699754042,0.4435451123132565,3
V106I,23.61809,Pos227-DOR,3.237722897553826,0.764251458554866,0.44124078532521605,3
V106I,23.647295,Pos227-DOR,3.2190062974049565,0.7635375194313069,0.4408285923800442,3
V106I,23.67688,Pos227-DOR,3.200046166762796,0.762827675489074,0.4404187637889134,3
V106I,23.847695,Pos227-DOR,3.0905760056797966,0.7589945388796095,0.4382057013355985,3
V106I,23.955432,Pos227-DOR,3.021530624743704,0.7568115656939162,0.4369453611792047,3
V106I,24.022346,Pos227-DOR,2.9786474683539974,0.7555480010842298,0.4362158418116638,3
V106I,24.048096,Pos227-DOR,2.9847111921000167,0.7561679537812843,0.436573771668193,3
V106I,24.120603,Pos227-DOR,3.0017863706169763,0.7615476026446788,0.43967971338761946,3
V106I,24.233983,Pos227-DOR,3.028487016627057,0.7804287339660265,0.4505807396386043,3
V106I,24.248497,Pos227-DOR,3.0319050195922217,0.783731927365158,0.4524878392367782,3
