global_frame_index,mutation,replicate,frame_local_index,frame_window_index,time_ns
166,Y181C,1,166,166,92.73743016759776
167,Y181C,1,167,167,93.29608938547486
168,Y181C,1,168,168,93.85474860335195
169,Y181C,1,169,169,94.41340782122904
170,Y181C,1,170,170,94.97206703910614
171,Y181C,1,171,171,95.53072625698323
172,Y181C,1,172,172,96.08938547486034
173,Y181C,1,173,173,96.64804469273743
174,Y181C,1,174,174,97.20670391061452
175,Y181C,1,175,175,97.76536312849161
176,Y181C,1,176,176,98.32402234636871
177,Y181C,1,177,177,98.8826815642458
178,Y181C,1,178,178,99.4413407821229
179,Y181C,1,179,179,100.0
180,Y181C,2,0,0,0.0
181,Y181C,2,1,1,0.5586592178770949
182,Y181C,2,2,2,1.1173184357541899
183,Y181C,2,3,3,1.6759776536312847
184,Y181C,2,4,4,2.2346368715083798
185,Y181C,2,5,5,2.793296089385475
186,Y181C,2,6,6,3.3519553072625694
187,Y181C,2,7,7,3.9106145251396645
188,Y181C,2,8,8,4.4692737430167595
189,Y181C,2,9,9,5.027932960893854
190,Y181C,2,10,10,5.58659217877095
191,Y181C,2,11,11,6.145251396648044
192,Y181C,2,12,12,6.703910614525139
193,Y181C,2,13,13,7.262569832402234
194,Y181C,2,14,14,7.821229050279329
195,Y181C,2,15,15,8.379888268156424
196,Y181C,2,16,16,8.938547486033519
197,Y181C,2,17,17,9.497206703910614
198,Y181C,2,18,18,10.055865921787708
199,Y181C,2,19,19,10.614525139664805
200,Y181C,2,20,20,11.1731843575419
201,Y181C,2,21,21,11.731843575418994
202,Y181C,2,22,22,12.290502793296088
203,Y181C,2,23,23,12.849162011173183
204,Y181C,2,24,24,13.407821229050278
205,Y181C,2,25,25,13.966480446927374
206,Y181C,2,26,26,14.525139664804469
207,Y181C,2,27,27,15.083798882681563
208,Y181C,2,28,28,15.642458100558658
209,Y181C,2,29,29,16.201117318435752
210,Y181C,2,30,30,16.75977653631285
211,Y181C,2,31,31,17.31843575418994
212,Y181C,2,32,32,17.877094972067038
213,Y181C,2,33,33,18.435754189944134
214,Y181C,2,34,34,18.994413407821227
215,Y181C,2,35,35,19.553072625698324
216,Y181C,2,36,36,20.111731843575416
217,Y181C,2,37,37,20.670391061452513
218,Y181C,2,38,38,21.22905027932961
219,Y181C,2,39,39,21.787709497206702
220,Y181C,2,40,40,22.3463687150838
221,Y181C,2,41,41,22.90502793296089
222,Y181C,2,42,42,23.463687150837988
223,Y181C,2,43,43,24.022346368715084
224,Y181C,2,44,44,24.581005586592177
225,Y181C,2,45,45,25.139664804469273
226,Y181C,2,46,46,25.698324022346366
227,Y181C,2,47,47,26.256983240223462
228,Y181C,2,48,48,26.815642458100555
229,Y181C,2,49,49,27.37430167597765
230,Y181C,2,50,50,27.932960893854748
231,Y181C,2,51,51,28.49162011173184
232,Y181C,2,52,52,29.050279329608937
233,Y181C,2,53,53,29.60893854748603
234,Y181C,2,54,54,30.167597765363126
235,Y181C,2,55,55,30.726256983240223
236,Y181C,2,56,56,31.284916201117316
237,Y181C,2,57,57,31.843575418994412
238,Y181C,2,58,58,32.402234636871505
239,Y181C,2,59,59,32.960893854748605
240,Y181C,2,60,60,33.5195530726257
241,Y181C,2,61,61,34.07821229050279
242,Y181C,2,62,62,34.63687150837988
243,Y181C,2,63,63,35.19553072625698
244,Y181C,2,64,64,35.754189944134076
245,Y181C,2,65,65,36.31284916201117
246,Y181C,2,66,66,36.87150837988827
247,Y181C,2,67,67,37.43016759776536
248,Y181C,2,68,68,37.988826815642454
249,Y181C,2,69,69,38.54748603351955
250,Y181C,2,70,70,39.10614525139665
251,Y181C,2,71,71,39.66480446927374
252,Y181C,2,72,72,40.22346368715083
253,Y181C,2,73,73,40.78212290502793
254,Y181C,2,74,74,41.340782122905026
255,Y181C,2,75,75,41.89944134078212
256,Y181C,2,76,76,42.45810055865922
257,Y181C,2,77,77,43.01675977653631
258,Y181C,2,78,78,43.575418994413404
259,Y181C,2,79,79,44.1340782122905
260,Y181C,2,80,80,44.6927374301676
261,Y181C,2,81,81,45.25139664804469
262,Y181C,2,82,82,45.81005586592178
263,Y181C,2,83,83,46.36871508379888
264,Y181C,2,84,84,46.927374301675975
265,Y181C,2,85,85,47.48603351955307
266,Y181C,2,86,86,48.04469273743017
267,Y181C,2,87,87,48.60335195530726
268,Y181C,2,88,88,49.162011173184354
269,Y181C,2,89,89,49.72067039106145
270,Y181C,2,90,90,50.279329608938546
271,Y181C,2,91,91,50.83798882681564
272,Y181C,2,92,92,51.39664804469273
273,Y181C,2,93,93,51.95530726256983
274,Y181C,2,94,94,52.513966480446925
275,Y181C,2,95,95,53.07262569832402
276,Y181C,2,96,96,53.63128491620111
277,Y181C,2,97,97,54.18994413407821
278,Y181C,2,98,98,54.7486033519553
279,Y181C,2,99,99,55.307262569832396
280,Y181C,2,100,100,55.865921787709496
281,Y181C,2,101,101,56.42458100558659
282,Y181C,2,102,102,56.98324022346368
283,Y181C,2,103,103,57.54189944134078
284,Y181C,2,104,104,58.100558659217874
285,Y181C,2,105,105,58.65921787709497
286,Y181C,2,106,106,59.21787709497206
287,Y181C,2,107,107,59.77653631284916
288,Y181C,2,108,108,60.33519553072625
289,Y181C,2,109,109,60.893854748603346
290,Y181C,2,110,110,61.452513966480446
291,Y181C,2,111,111,62.01117318435754
292,Y181C,2,112,112,62.56983240223463
293,Y181C,2,113,113,63.12849162011173
294,Y181C,2,114,114,63.687150837988824
295,Y181C,2,115,115,64.24581005586592
296,Y181C,2,116,116,64.80446927374301
297,Y181C,2,117,117,65.3631284916201
298,Y181C,2,118,118,65.92178770949721
299,Y181C,2,119,119,66.4804469273743
300,Y181C,2,120,120,67.0391061452514
301,Y181C,2,121,121,67.59776536312849
302,Y181C,2,122,122,68.15642458100558
303,Y181C,2,123,123,68.71508379888267
304,Y181C,2,124,124,69.27374301675977
305,Y181C,2,125,125,69.83240223463687
306,Y181C,2,126,126,70.39106145251397
307,Y181C,2,127,127,70.94972067039106
308,Y181C,2,128,128,71.50837988826815
309,Y181C,2,129,129,72.06703910614524
310,Y181C,2,130,130,72.62569832402234
311,Y181C,2,131,131,73.18435754189943
312,Y181C,2,132,132,73.74301675977654
313,Y181C,2,133,133,74.30167597765363
314,Y181C,2,134,134,74.86033519553072
315,Y181C,2,135,135,75.41899441340782
316,Y181C,2,136,136,75.97765363128491
317,Y181C,2,137,137,76.536312849162
318,Y181C,2,138,138,77.0949720670391
319,Y181C,2,139,139,77.6536312849162
320,Y181C,2,140,140,78.2122905027933
321,Y181C,2,141,141,78.77094972067039
322,Y181C,2,142,142,79.32960893854748
323,Y181C,2,143,143,79.88826815642457
324,Y181C,2,144,144,80.44692737430167
325,Y181C,2,145,145,81.00558659217877
326,Y181C,2,146,146,81.56424581005587
327,Y181C,2,147,147,82.12290502793296
328,Y181C,2,148,148,82.68156424581005
329,Y181C,2,149,149,83.24022346368714
330,Y181C,2,150,150,83.79888268156424
331,Y181C,2,151,151,84.35754189944133
332,Y181C,2,152,152,84.91620111731844
333,Y181C,2,153,153,85.47486033519553
334,Y181C,2,154,154,86.03351955307262
335,Y181C,2,155,155,86.59217877094972
336,Y181C,2,156,156,87.15083798882681
337,Y181C,2,157,157,87.7094972067039
338,Y181C,2,158,158,88.268156424581
339,Y181C,2,159,159,88.8268156424581
340,Y181C,2,160,160,89.3854748603352
341,Y181C,2,161,161,89.94413407821229
342,Y181C,2,162,162,90.50279329608938
343,Y181C,2,163,163,91.06145251396647
344,Y181C,2,164,164,91.62011173184356
345,Y181C,2,165,165,92.17877094972066
346,Y181C,2,166,166,92.73743016759776
347,Y181C,2,167,167,93.29608938547486
348,Y181C,2,168,168,93.85474860335195
349,Y181C,2,169,169,94.41340782122904
350,Y181C,2,170,170,94.97206703910614
351,Y181C,2,171,171,95.53072625698323
352,Y181C,2,172,172,96.08938547486034
353,Y181C,2,173,173,96.64804469273743
354,Y181C,2,174,174,97.20670391061452
355,Y181C,2,175,175,97.76536312849161
356,Y181C,2,176,176,98.32402234636871
357,Y181C,2,177,177,98.8826815642458
358,Y181C,2,178,178,99.4413407821229
359,Y181C,2,179,179,100.0
360,Y181C,3,0,0,0.0
361,Y181C,3,1,1,0.5586592178770949
362,Y181C,3,2,2,1.1173184357541899
363,Y181C,3,3,3,1.6759776536312847
364,Y181C,3,4,4,2.2346368715083798
365,Y181C,3,5,5,2.793296089385475
366,Y181C,3,6,6,3.3519553072625694
367,Y181C,3,7,7,3.9106145251396645
368,Y181C,3,8,8,4.4692737430167595
369,Y181C,3,9,9,5.027932960893854
370,Y181C,3,10,10,5.58659217877095
371,Y181C,3,11,11,6.145251396648044
372,Y181C,3,12,12,6.703910614525139
373,Y181C,3,13,13,7.262569832402234
374,Y181C,3,14,14,7.821229050279329
375,Y181C,3,15,15,8.379888268156424
376,Y181C,3,16,16,8.938547486033519
377,Y181C,3,17,17,9.497206703910614
378,Y181C,3,18,18,10.055865921787708
379,Y181C,3,19,19,10.614525139664805
380,Y181C,3,20,20,11.1731843575419
381,Y181C,3,21,21,11.731843575418994
382,Y181C,3,22,22,12.290502793296088
383,Y181C,3,23,23,12.849162011173183
384,Y181C,3,24,24,13.407821229050278
385,Y181C,3,25,25,13.966480446927374
386,Y181C,3,26,26,14.525139664804469
387,Y181C,3,27,27,15.083798882681563
388,Y181C,3,28,28,15.642458100558658
389,Y181C,3,29,29,16.201117318435752
390,Y181C,3,30,30,16.75977653631285
391,Y181C,3,31,31,17.31843575418994
392,Y181C,3,32,32,17.877094972067038
393,Y181C,3,33,33,18.435754189944134
394,Y181C,3,34,34,18.994413407821227
395,Y181C,3,35,35,19.553072625698324
396,Y181C,3,36,36,20.111731843575416
397,Y181C,3,37,37,20.670391061452513
398,Y181C,3,38,38,21.22905027932961
399,Y181C,3,39,39,21.787709497206702
400,Y181C,3,40,40,22.3463687150838
401,Y181C,3,41,41,22.90502793296089
402,Y181C,3,42,42,23.463687150837988
403,Y181C,3,43,43,24.022346368715084
404,Y181C,3,44,44,24.581005586592177
405,Y181C,3,45,45,25.139664804469273
406,Y181C,3,46,46,25.698324022346366
407,Y181C,3,47,47,26.256983240223462
408,Y181C,3,48,48,26.815642458100555
409,Y181C,3,49,49,27.37430167597765
410,Y181C,3,50,50,27.932960893854748
411,Y181C,3,51,51,28.49162011173184
412,Y181C,3,52,52,29.050279329608937
413,Y181C,3,53,53,29.60893854748603
414,Y181C,3,54,54,30.167597765363126
415,Y181C,3,55,55,30.726256983240223
416,Y181C,3,56,56,31.284916201117316
417,Y181C,3,57,57,31.843575418994412
418,Y181C,3,58,58,32.402234636871505
419,Y181C,3,59,59,32.960893854748605
420,Y181C,3,60,60,33.5195530726257
421,Y181C,3,61,61,34.07821229050279
422,Y181C,3,62,62,34.63687150837988
423,Y181C,3,63,63,35.19553072625698
424,Y181C,3,64,64,35.754189944134076
425,Y181C,3,65,65,36.31284916201117
426,Y181C,3,66,66,36.87150837988827
427,Y181C,3,67,67,37.43016759776536
428,Y181C,3,68,68,37.988826815642454
429,Y181C,3,69,69,38.54748603351955
430,Y181C,3,70,70,39.10614525139665
431,Y181C,3,71,71,39.66480446927374
432,Y181C,3,72,72,40.22346368715083
433,Y181C,3,73,73,40.78212290502793
434,Y181C,3,74,74,41.340782122905026
435,Y181C,3,75,75,41.89944134078212
436,Y181C,3,76,76,42.45810055865922
437,Y181C,3,77,77,43.01675977653631
438,Y181C,3,78,78,43.575418994413404
439,Y181C,3,79,79,44.1340782122905
440,Y181C,3,80,80,44.6927374301676
441,Y181C,3,81,81,45.25139664804469
442,Y181C,3,82,82,45.81005586592178
443,Y181C,3,83,83,46.36871508379888
444,Y181C,3,84,84,46.927374301675975
445,Y181C,3,85,85,47.48603351955307
446,Y181C,3,86,86,48.04469273743017
447,Y181C,3,87,87,48.60335195530726
448,Y181C,3,88,88,49.162011173184354
449,Y181C,3,89,89,49.72067039106145
450,Y181C,3,90,90,50.279329608938546
451,Y181C,3,91,91,50.83798882681564
452,Y181C,3,92,92,51.39664804469273
453,Y181C,3,93,93,51.95530726256983
454,Y181C,3,94,94,52.513966480446925
455,Y181C,3,95,95,53.07262569832402
456,Y181C,3,96,96,53.63128491620111
457,Y181C,3,97,97,54.18994413407821
458,Y181C,3,98,98,54.7486033519553
459,Y181C,3,99,99,55.307262569832396
460,Y181C,3,100,100,55.865921787709496
461,Y181C,3,101,101,56.42458100558659
462,Y181C,3,102,102,56.98324022346368
463,Y181C,3,103,103,57.54189944134078
464,Y181C,3,104,104,58.100558659217874
465,Y181C,3,105,105,58.65921787709497
466,Y181C,3,106,106,59.21787709497206
467,Y181C,3,107,107,59.77653631284916
468,Y181C,3,108,108,60.33519553072625
469,Y181C,3,109,109,60.893854748603346
470,Y181C,3,110,110,61.452513966480446
471,Y181C,3,111,111,62.01117318435754
472,Y181C,3,112,112,62.56983240223463
473,Y181C,3,113,113,63.12849162011173
474,Y181C,3,114,114,63.687150837988824
475,Y181C,3,115,115,64.24581005586592
476,Y181C,3,116,116,64.80446927374301
477,Y181C,3,117,117,65.3631284916201
478,Y181C,3,118,118,65.92178770949721
479,Y181C,3,119,119,66.4804469273743
480,Y181C,3,120,120,67.0391061452514
481,Y181C,3,121,121,67.59776536312849
482,Y181C,3,122,122,68.15642458100558
483,Y181C,3,123,123,68.71508379888267
484,Y181C,3,124,124,69.27374301675977
485,Y181C,3,125,125,69.83240223463687
486,Y181C,3,126,126,70.39106145251397
487,Y181C,3,127,127,70.94972067039106
488,Y181C,3,128,128,71.50837988826815
489,Y181C,3,129,129,72.06703910614524
490,Y181C,3,130,130,72.62569832402234
491,Y181C,3,131,131,73.18435754189943
492,Y181C,3,132,132,73.74301675977654
493,Y181C,3,133,133,74.30167597765363
494,Y181C,3,134,134,74.86033519553072
495,Y181C,3,135,135,75.41899441340782
496,Y181C,3,136,136,75.97765363128491
497,Y181C,3,137,137,76.536312849162
498,Y181C,3,138,138,77.0949720670391
499,Y181C,3,139,139,77.6536312849162
500,Y181C,3,140,140,78.2122905027933
501,Y181C,3,141,141,78.77094972067039
502,Y181C,3,142,142,79.32960893854748
503,Y181C,3,143,143,79.88826815642457
504,Y181C,3,144,144,80.44692737430167
505,Y181C,3,145,145,81.00558659217877
506,Y181C,3,146,146,81.56424581005587
507,Y181C,3,147,147,82.12290502793296
508,Y181C,3,148,148,82.68156424581005
509,Y181C,3,149,149,83.24022346368714
510,Y181C,3,150,150,83.79888268156424
511,Y181C,3,151,151,84.35754189944133
512,Y181C,3,152,152,84.91620111731844
513,Y181C,3,153,153,85.47486033519553
514,Y181C,3,154,154,86.03351955307262
515,Y181C,3,155,155,86.59217877094972
516,Y181C,3,156,156,87.15083798882681
517,Y181C,3,157,157,87.7094972067039
518,Y181C,3,158,158,88.268156424581
519,Y181C,3,159,159,88.8268156424581
520,Y181C,3,160,160,89.3854748603352
521,Y181C,3,161,161,89.94413407821229
522,Y181C,3,162,162,90.50279329608938
523,Y181C,3,163,163,91.06145251396647
524,Y181C,3,164,164,91.62011173184356
525,Y181C,3,165,165,92.17877094972066
526,Y181C,3,166,166,92.73743016759776
527,Y181C,3,167,167,93.29608938547486
528,Y181C,3,168,168,93.85474860335195
529,Y181C,3,169,169,94.41340782122904
530,Y181C,3,170,170,94.97206703910614
531,Y181C,3,171,171,95.53072625698323
532,Y181C,3,172,172,96.08938547486034
533,Y181C,3,173,173,96.64804469273743
534,Y181C,3,174,174,97.20670391061452
535,Y181C,3,175,175,97.76536312849161
536,Y181C,3,176,176,98.32402234636871
537,Y181C,3,177,177,98.8826815642458
538,Y181C,3,178,178,99.4413407821229
539,Y181C,3,179,179,100.0
